turbine_temp_c,oil_pressure_psi,vibration_hz,fuel_flow_rate,exhaust_gas_temp_c,fan_speed_rpm,compressor_ratio,n1_speed_pct,label
854.55,50.65,123.67,2220.54,646.64,3265.21,29.56,89.32,0
834.63,63.97,134.28,2187.16,592.91,3378.84,29.54,89.99,0
884.01,62.9,116.53,2095.9,633.99,3170.55,29.7,84.44,0
852.97,60.27,101.19,2173.73,630.5,3221.79,28.36,88.29,0
856.72,58.35,112.1,2049.79,599.06,3130.64,27.7,85.68,0
851.33,49.55,124.34,2002.66,616.55,3242.71,30.22,84.82,0
851.13,54.37,108.7,2225.59,616.19,3438.85,30.07,88.71,0
865.96,62.26,126.79,2225.42,639.82,3292.72,27.9,86.88,0
876.83,59.54,113.5,2015.98,571.9,3208.69,28.2,92.38,0
866.66,50.96,124.18,2128.03,592.93,3110.11,28.08,88.7,0
841.38,53.37,115.8,2204.48,628.96,3301.08,30.06,87.3,0
862.75,54.71,124.56,2351.18,596.41,3220.52,29.23,89.65,0
889.85,54.93,112.2,2240.75,634.85,3164.13,27.91,89.59,0
790.21,52.44,135.18,2485.8,619.37,3151.82,28.53,81.71,0
830.36,42.2,109.42,2407.42,657.04,3308.89,28.19,90.95,0
799.41,55.03,112.35,2125.79,624.26,3232.36,27.44,93.74,0
857.07,63.05,101.3,2163.77,612.9,3238.0,28.76,83.32,0
814.03,41.16,117.59,2062.43,640.36,3191.45,26.4,90.31,0
866.68,65.81,125.29,2226.44,620.74,3160.74,27.88,92.99,0
868.99,50.62,123.32,2271.8,598.21,3172.11,29.07,89.96,0
886.88,48.16,117.0,2115.63,623.9,3208.12,29.13,89.37,0
819.9,52.76,119.52,2181.28,595.9,3316.7,28.56,93.33,0
856.46,54.89,113.59,2393.61,654.9,3257.45,27.75,88.43,0
831.12,51.76,132.21,2083.98,616.08,3210.39,28.46,88.27,0
879.13,47.73,134.3,2081.41,590.45,3264.84,28.62,87.87,0
894.19,53.34,122.83,2161.09,584.56,3209.85,26.62,87.53,0
877.01,53.52,107.45,2203.5,593.25,3196.49,28.98,87.91,0
850.2,60.76,120.19,2100.81,613.24,3267.74,29.54,88.62,0
847.03,52.46,128.41,2183.09,609.93,3295.18,28.31,89.13,0
1030.54,54.25,134.09,2819.09,793.83,3414.39,31.21,97.49,1
825.05,47.93,114.11,2213.82,624.64,3146.24,28.21,87.61,0
826.31,51.84,121.3,2477.27,616.78,3104.35,28.95,89.88,0
860.1,53.37,123.61,2193.35,609.5,3150.29,29.11,90.28,0
858.31,62.68,110.21,2366.37,641.72,3056.48,28.17,90.12,0
864.53,53.96,111.8,2189.23,653.95,3180.72,28.18,78.29,0
820.68,62.0,119.83,2096.05,631.48,3056.13,31.15,92.02,0
784.14,57.98,131.84,2195.71,616.75,3259.5,27.93,83.85,0
871.92,51.75,136.77,2361.42,636.75,3264.05,25.73,85.54,0
843.88,54.21,118.09,2251.34,609.01,3120.45,29.94,84.45,0
828.81,55.29,111.46,2363.99,631.71,3076.06,27.73,86.81,0
829.78,60.76,122.52,1841.98,632.98,3182.9,27.24,90.96,0
880.91,55.22,124.5,2236.67,656.06,3199.13,28.83,90.82,0
867.85,55.97,129.36,2378.13,588.8,3326.78,27.8,85.65,0
836.78,55.86,114.47,2001.79,643.27,3279.19,27.79,89.2,0
869.22,48.34,118.55,2511.41,615.56,3167.79,30.09,87.17,0
814.84,61.42,101.38,2055.81,633.99,3058.17,27.2,87.26,0
776.91,58.11,134.31,2150.71,675.18,3292.75,27.46,88.43,0
824.13,60.88,119.59,2220.47,660.48,3243.48,28.97,88.86,0
903.73,57.49,115.95,2148.53,617.12,3372.66,26.33,89.38,0
859.85,55.9,133.85,2095.98,649.78,3227.7,26.02,88.72,0
853.49,54.5,130.36,2248.23,584.73,3165.5,27.45,92.58,0
812.58,56.23,110.41,2066.73,664.14,3030.4,28.9,89.6,0
889.11,56.15,116.19,2249.81,620.78,3225.75,29.25,83.98,0
864.96,57.73,127.25,2241.63,625.8,3203.56,28.81,85.48,0
853.46,50.07,120.58,2154.29,611.23,3091.21,30.04,89.82,0
870.36,49.98,91.22,2286.38,576.17,3254.08,27.63,87.48,0
834.2,59.8,118.54,2192.12,596.28,3148.1,26.43,90.68,0
899.33,56.12,123.49,2384.0,605.6,3140.94,27.53,93.82,0
861.71,42.5,128.8,2043.16,619.78,3241.38,28.45,88.19,0
847.45,53.36,130.81,2189.25,601.86,3076.32,28.56,89.38,0
856.52,58.57,103.54,2201.53,641.67,3148.47,27.38,82.17,0
807.49,59.43,119.79,2176.18,602.09,3251.17,28.33,87.1,0
808.72,54.52,116.74,2134.0,619.15,3237.14,29.83,87.86,0
896.12,46.77,106.81,2269.32,603.97,3206.5,29.48,86.43,0
814.29,52.75,125.8,2350.51,647.45,3190.43,30.2,88.44,0
894.06,53.27,101.82,2298.6,586.57,3149.9,28.02,90.8,0
852.37,53.05,112.85,2134.13,610.99,3164.72,31.2,92.12,0
842.59,59.77,112.51,2173.98,615.12,3304.44,27.24,92.17,0
843.72,63.54,113.64,2164.61,629.17,3111.12,28.24,89.22,0
839.55,48.66,125.08,2332.2,617.73,3281.68,28.99,89.97,0
811.66,56.38,143.58,2519.94,579.73,3163.27,28.98,75.23,0
854.37,54.06,119.96,1854.94,624.82,3162.4,28.62,86.47,0
822.09,50.96,115.97,2418.03,542.43,3187.18,27.88,84.09,0
841.54,51.65,114.19,2144.96,655.49,3162.75,27.62,90.57,0
825.5,51.15,108.43,2357.46,605.36,3313.75,29.7,91.52,0
890.12,53.21,132.89,2292.95,626.08,3111.9,26.93,86.65,0
794.25,53.92,116.05,2158.06,576.33,3267.91,27.08,87.99,0
895.3,54.36,129.92,2060.85,619.35,3273.84,29.52,96.23,0
859.42,55.53,125.79,2150.22,617.88,3281.8,28.64,90.03,0
864.33,53.23,118.66,2064.92,558.79,3171.44,29.08,86.22,0
815.17,59.18,111.76,2082.19,607.24,3193.02,29.49,87.9,0
826.59,63.79,116.26,2225.77,632.9,3199.38,30.09,92.4,0
809.33,53.92,121.62,2236.83,555.45,3282.34,28.38,86.68,0
844.42,56.91,118.34,2200.4,604.82,3206.47,26.58,87.05,0
849.32,59.61,120.45,2188.28,618.6,3245.16,28.71,93.45,0
859.41,52.52,106.56,2333.84,661.58,3196.2,27.06,90.22,0
873.72,58.13,177.35,2169.76,631.24,3192.32,30.21,87.7,1
870.28,62.32,105.76,2216.46,637.9,3082.23,30.13,89.94,0
794.68,44.67,113.9,2141.8,603.12,3205.47,28.48,89.12,0
890.09,57.08,126.42,2058.86,620.64,3223.09,27.09,87.3,0
882.72,58.48,128.13,1869.62,627.01,3183.17,28.41,88.93,0
880.52,55.91,120.52,2016.53,593.02,3276.13,27.86,88.95,0
774.95,50.35,109.54,1991.46,632.35,3297.29,28.91,91.08,0
905.24,50.31,106.41,2155.01,636.19,3215.09,26.88,89.71,0
822.0,58.81,118.82,2230.87,626.31,3284.06,29.55,94.58,0
860.44,49.91,117.7,2099.95,609.54,3151.1,28.47,87.76,0
857.32,61.65,119.88,2399.65,620.73,3254.25,31.97,85.82,0
827.33,61.01,126.17,2170.83,567.02,3166.28,28.94,84.93,0
823.66,50.97,87.37,2359.57,608.0,3095.14,26.05,86.07,0
773.0,54.52,103.65,2309.53,585.86,3139.59,28.86,88.69,0
820.34,57.36,124.16,2170.09,642.96,3270.45,27.93,85.16,0
861.97,53.47,109.03,2432.73,650.6,3024.33,28.5,94.6,0
876.12,53.73,124.25,1980.66,614.75,3095.77,30.43,91.05,0
878.05,50.48,137.21,2355.79,665.23,3216.88,29.67,91.04,0
856.34,56.76,132.43,1838.05,639.13,3401.63,27.74,91.82,0
874.41,46.19,121.46,2158.81,617.38,3169.29,29.56,88.5,0
832.38,53.78,115.41,2583.78,612.67,3184.11,29.21,92.2,0
849.38,64.01,112.42,2445.93,640.8,3178.44,28.35,83.51,0
864.77,57.63,115.39,2432.01,645.3,3220.06,28.93,87.34,0
844.6,55.69,121.8,2393.33,637.75,3159.95,28.97,86.99,0
859.05,55.37,116.72,1937.64,582.35,3375.81,28.01,84.62,0
883.69,54.82,129.76,2377.69,634.23,3235.98,28.35,92.77,0
884.69,57.82,119.97,2360.25,632.55,3157.84,28.56,89.79,0
845.05,60.31,119.02,2193.29,622.54,3207.99,29.1,87.28,0
844.53,63.37,123.79,2042.67,590.06,3115.64,27.32,87.07,0
881.97,58.31,125.84,2094.07,612.17,3271.23,27.97,91.22,0
806.29,51.56,110.6,2336.78,632.87,3232.35,27.99,87.66,0
827.48,47.92,110.39,2407.12,647.64,3199.52,28.73,90.55,0
846.56,53.99,106.86,2125.52,601.22,3315.31,30.94,84.66,0
834.29,53.75,117.57,2208.0,674.88,3240.0,27.41,90.92,0
867.14,44.88,97.08,2353.3,585.49,3250.33,29.78,87.83,0
882.54,63.68,117.75,2389.44,644.89,3106.1,27.36,88.69,0
864.55,55.83,140.88,2548.72,630.21,3240.36,29.44,85.79,0
836.12,49.14,120.17,2196.06,627.09,3222.87,27.88,82.0,0
869.84,55.04,132.83,2589.85,654.79,3283.74,28.32,85.79,0
888.48,60.53,114.2,2276.38,617.31,3147.11,31.2,90.78,0
805.94,52.18,103.07,2191.95,632.36,3377.49,27.22,89.18,0
843.59,52.0,127.89,1976.65,628.76,3208.52,29.2,86.66,0
914.25,59.54,120.5,2249.34,667.31,3177.97,25.1,88.25,0
856.64,60.12,118.29,1947.53,595.35,3287.32,29.66,90.31,0
834.98,48.08,123.98,2214.02,664.45,3155.41,27.47,88.14,0
850.42,52.67,114.05,2213.45,636.19,3211.96,27.75,86.58,0
833.98,56.28,111.06,2333.85,612.76,3050.7,27.34,91.81,0
866.67,52.32,122.48,2325.03,626.95,3061.36,29.94,88.49,0
843.18,53.99,110.69,2242.2,612.39,3123.0,29.04,89.73,0
825.73,48.06,104.52,2047.51,657.06,3195.12,27.12,87.51,0
821.12,62.44,111.71,2551.5,662.88,3377.47,27.54,91.4,0
875.3,53.61,124.27,2504.0,623.24,3078.79,28.55,85.87,0
902.19,56.61,128.02,2374.55,628.72,3166.64,28.47,89.67,0
897.65,55.02,123.61,2258.82,620.8,3170.97,29.16,88.62,0
869.43,50.29,127.92,2256.45,627.1,3203.51,27.31,87.25,0
879.39,52.98,126.37,2384.86,628.21,3313.44,29.33,85.98,0
824.33,54.78,122.48,1909.15,612.29,3083.71,28.66,88.53,0
883.19,51.89,135.7,2268.8,641.02,3120.2,28.54,83.36,0
878.83,67.76,114.12,2253.02,593.39,3133.46,29.76,86.7,0
796.71,43.29,123.5,2033.32,616.67,3210.44,28.44,88.59,0
844.28,51.64,101.26,2488.74,615.04,3254.34,30.28,84.85,0
798.57,53.47,118.51,2115.52,693.07,3267.37,29.77,84.66,0
901.3,49.2,126.82,2311.1,630.93,3148.4,27.46,88.36,0
865.3,58.48,111.84,2051.57,643.28,3278.25,30.05,86.84,0
856.11,55.68,138.4,2091.32,623.25,3041.57,28.14,87.2,0
884.87,58.33,122.06,1947.74,649.98,3183.16,27.92,86.46,0
864.19,47.43,118.04,2161.49,624.44,3371.63,27.76,86.03,0
838.68,60.29,132.73,2231.28,607.38,3303.41,30.03,87.1,0
853.5,57.82,120.98,2243.09,606.94,3305.02,29.39,88.16,0
876.6,59.34,107.72,2223.18,592.37,3186.28,27.96,85.85,0
924.82,60.73,128.41,2342.31,633.6,3215.96,29.29,90.4,0
833.72,64.99,125.56,2131.02,611.12,3217.1,31.84,90.12,0
863.02,69.0,122.71,2264.14,618.55,3218.65,28.33,88.11,0
875.35,22.63,134.18,2405.06,666.41,3103.93,28.56,90.1,1
817.49,50.95,106.59,2490.96,603.31,3094.73,29.65,86.9,0
835.83,52.67,113.41,2251.29,604.84,3219.31,26.79,85.65,0
905.51,54.7,120.29,2352.39,576.74,3211.72,27.24,82.69,0
866.79,60.74,103.64,2184.56,591.3,3131.24,28.37,86.18,0
910.21,61.44,183.84,2425.23,597.25,3163.65,27.55,84.0,1
863.04,55.84,119.37,2266.03,634.44,3174.2,30.13,86.84,0
802.43,52.53,127.94,2344.33,593.05,3153.05,27.85,89.94,0
853.26,52.81,120.09,2136.01,675.15,3218.95,28.09,89.24,0
878.88,47.85,130.2,2077.65,623.46,3002.77,28.33,86.41,0
897.71,45.36,135.55,1991.57,631.49,3232.79,30.77,89.69,0
798.08,51.2,129.55,1928.55,632.01,3341.06,28.42,84.38,0
873.78,63.68,117.72,2284.64,602.57,3085.1,28.81,88.08,0
840.46,53.54,126.77,2122.8,611.92,3205.4,28.26,83.69,0
859.9,58.52,112.12,2368.72,640.14,3225.42,26.66,89.4,0
840.21,52.3,133.4,1964.73,608.25,3209.34,27.94,84.39,0
789.33,53.69,112.96,2326.51,643.11,3243.23,29.65,88.7,0
851.34,58.73,125.55,2162.49,625.97,3277.73,28.98,89.79,0
841.01,49.08,123.27,2018.77,650.84,3236.17,29.54,88.49,0
866.87,60.37,101.71,2320.73,595.9,3309.06,26.77,85.92,0
890.55,54.1,116.35,2453.25,641.32,3282.39,30.62,86.41,0
901.82,49.39,114.08,2171.4,633.68,3261.0,30.57,86.08,0
833.34,63.03,105.89,2424.73,642.0,3283.86,27.27,91.24,0
810.55,65.26,122.96,2388.94,645.62,3202.87,28.01,90.79,0
840.51,62.66,128.86,2129.74,647.84,3085.27,29.12,91.93,0
841.75,56.8,139.85,2204.42,621.94,3119.12,27.67,90.0,0
826.53,59.68,123.98,2323.45,610.47,3234.79,27.78,85.13,0
842.5,57.63,113.07,2236.69,580.03,3298.48,27.95,86.95,0
841.87,53.62,106.36,2395.3,598.27,3239.68,30.14,83.75,0
861.97,52.37,132.4,2369.88,626.14,3195.95,28.98,87.44,0
849.27,48.6,141.87,2249.83,616.57,3142.5,29.2,91.06,0
848.72,55.73,133.4,2250.32,601.83,3118.83,28.74,84.35,0
899.72,47.95,120.67,1966.62,616.85,3266.72,28.74,86.76,0
887.55,54.7,120.24,2240.62,640.83,3096.39,31.01,95.71,0
836.5,49.86,120.13,2144.79,609.12,3272.63,29.86,90.49,0
860.25,58.98,116.26,2351.12,620.64,3141.38,29.35,89.68,0
853.01,56.72,114.36,2435.34,633.36,3100.28,28.78,89.72,0
872.98,53.61,121.72,2076.87,623.51,3206.07,29.28,89.28,0
857.91,48.4,119.56,2087.33,600.15,3223.88,27.46,87.86,0
885.27,53.68,129.34,2409.7,640.99,3054.54,31.59,85.67,0
920.14,53.21,104.63,2021.45,589.57,3217.6,29.73,86.38,0
820.41,55.74,116.44,2132.79,659.41,3133.6,26.83,86.71,0
798.0,49.82,111.46,2204.57,620.59,3118.76,30.3,90.85,0
871.59,33.08,109.41,2465.47,696.91,3250.52,25.51,90.2,1
829.25,41.69,116.58,1770.52,641.32,3313.66,30.55,88.83,0
873.33,50.59,148.26,2065.42,673.79,3201.19,28.49,86.53,0
874.87,67.24,112.49,2324.36,617.61,3130.22,28.23,90.89,0
872.66,56.07,113.69,2302.17,625.81,3290.95,29.81,87.09,0
861.28,55.15,112.65,2229.03,626.03,3198.87,27.81,87.48,0
861.84,53.98,121.84,2100.83,623.34,3195.65,26.27,86.63,0
826.66,52.22,117.8,2263.08,616.03,3240.82,29.15,87.98,0
816.56,53.28,121.36,2259.19,604.34,3198.77,27.13,92.8,0
843.17,48.34,110.07,2216.77,590.0,3285.05,30.59,87.27,0
818.9,58.48,116.11,2323.9,583.53,3367.64,27.15,86.61,0
810.07,57.81,126.61,2373.88,635.73,3322.53,28.01,88.75,0
870.63,56.41,130.22,2126.38,611.81,3159.71,30.19,83.66,0
869.67,60.38,122.05,2339.16,627.7,3214.07,27.86,90.1,0
864.8,49.36,113.08,2165.2,605.23,3139.65,26.74,85.99,0
883.66,52.61,103.75,2083.43,627.56,3253.21,29.87,86.92,0
790.28,55.25,130.71,2183.12,624.29,3272.11,26.47,84.13,0
822.76,45.91,115.14,2410.41,632.95,3270.8,29.57,90.84,0
831.26,54.73,117.47,2344.2,602.75,3277.56,27.3,92.77,0
852.36,59.54,120.7,2305.46,614.12,3232.79,29.55,82.07,0
887.47,59.68,116.9,2185.51,615.08,3302.35,27.29,83.36,0
846.92,55.36,129.56,2398.75,592.23,3198.53,27.18,87.5,0
818.28,52.78,107.54,2041.81,575.25,3176.71,30.68,84.99,0
894.41,54.56,104.46,2134.14,617.97,3194.54,30.55,89.01,0
816.95,56.16,109.88,2229.4,619.33,3302.18,29.37,90.17,0
806.01,54.52,129.65,2376.37,655.88,3265.22,29.98,84.74,0
862.29,50.97,119.91,2175.82,613.56,3142.23,27.8,91.79,0
873.4,54.15,135.28,2171.68,638.0,3244.47,27.22,89.74,0
1013.57,57.39,127.86,2717.8,781.36,3337.54,30.7,96.41,1
874.27,53.83,121.87,2043.63,582.12,3204.02,26.85,90.21,0
1112.04,39.48,147.23,2915.71,753.3,3318.39,30.27,101.02,1
798.83,51.51,122.71,2148.09,625.75,3238.28,28.01,81.48,0
839.26,46.54,119.38,2202.03,614.07,3255.77,29.02,89.61,0
848.96,65.61,123.07,2375.02,612.83,3169.4,28.28,91.67,0
841.78,62.13,129.04,2060.15,596.66,3018.99,29.24,92.23,0
797.21,53.23,139.28,2134.81,648.64,3203.74,28.42,85.99,0
856.45,60.52,114.96,2400.73,583.46,3186.36,29.15,89.15,0
823.61,57.15,136.41,2231.31,626.73,3097.57,30.0,89.43,0
857.84,53.05,129.48,2056.53,676.62,3330.0,27.03,89.45,0
853.23,54.84,105.85,2096.84,646.8,3204.52,28.95,86.68,0
877.63,59.48,121.14,2152.67,592.63,3066.18,31.92,87.75,0
811.38,56.26,115.13,2132.02,600.96,3143.11,27.62,90.48,0
804.78,56.43,102.59,2057.96,641.57,3335.92,29.44,90.02,0
854.66,50.05,99.71,2274.06,631.28,3121.44,26.86,84.25,0
811.54,54.76,125.64,2075.75,643.3,3173.14,28.0,85.95,0
853.06,58.85,111.3,2290.24,611.14,3170.84,27.15,83.4,0
867.59,53.86,130.51,2188.41,613.49,3186.36,29.0,92.1,0
866.76,65.94,111.31,2341.26,605.16,3066.7,27.54,88.2,0
880.47,50.71,120.9,2381.02,620.56,3206.43,28.82,91.41,0
831.04,52.91,111.62,2236.67,631.75,3223.28,29.04,87.15,0
907.75,58.84,135.23,2590.9,569.68,3156.11,25.31,89.01,0
809.19,54.58,122.9,2081.91,607.37,3031.32,29.91,89.96,0
845.36,53.9,120.17,2256.43,590.15,3229.62,30.01,89.32,0
864.55,59.59,111.59,2283.36,635.36,3212.62,30.5,93.84,0
863.81,59.34,127.93,2322.75,616.53,3196.97,27.8,87.54,0
881.37,48.93,138.83,2202.89,596.9,3225.8,28.37,90.93,0
867.12,58.31,132.07,2187.67,616.44,3130.38,29.31,85.54,0
872.13,57.79,121.59,2346.18,597.07,3129.85,28.41,88.13,0
862.58,54.36,101.99,2202.72,645.5,3136.96,26.47,87.84,0
907.73,52.74,114.96,2354.83,600.49,3170.4,28.89,90.23,0
833.21,50.92,119.67,2266.18,633.04,3216.89,26.14,87.8,0
826.5,48.0,118.97,2352.86,617.2,3217.19,28.96,84.63,0
785.42,35.06,132.3,2191.07,683.58,3072.56,30.42,84.45,1
876.67,58.79,129.89,2458.71,662.84,3245.41,29.13,91.88,0
874.93,64.97,121.17,1988.12,654.37,3061.61,28.72,86.56,0
867.62,56.45,126.53,2336.23,621.12,3167.15,28.3,86.01,0
852.1,49.57,107.66,2205.33,602.1,3126.68,27.34,87.49,0
907.69,58.79,110.35,1986.49,641.66,3261.57,29.22,90.71,0
859.75,59.26,113.52,2243.78,599.07,3238.26,28.16,91.15,0
823.17,49.7,105.99,2107.7,587.16,3287.47,29.15,87.68,0
824.1,52.35,123.87,2292.18,599.73,3307.17,29.38,87.84,0
866.38,58.07,134.71,2085.11,661.49,3372.24,27.3,87.59,0
859.84,52.87,125.75,1936.28,641.66,3120.88,27.89,93.16,0
869.02,51.29,117.15,1954.32,615.55,3099.7,28.48,91.78,0
856.95,49.53,104.71,2248.01,633.25,3261.88,27.14,94.38,0
876.59,48.35,111.91,2364.39,579.76,3141.98,27.99,86.78,0
889.75,59.32,113.59,2312.49,639.51,3165.39,27.64,88.88,0
869.06,59.52,89.17,2390.08,603.52,3241.35,28.11,89.18,0
912.88,53.03,106.77,2243.93,609.83,3081.42,28.38,89.14,0
801.75,56.65,129.95,2199.44,639.27,3216.64,29.0,88.03,0
864.88,56.24,106.62,2127.28,606.27,3247.66,27.5,84.97,0
817.52,59.8,113.81,2049.32,603.32,3367.91,29.14,90.42,0
865.24,53.69,129.73,2197.84,638.82,3148.85,28.62,83.76,0
860.28,55.66,125.49,2209.19,578.6,3167.54,29.01,82.97,0
825.28,55.62,138.71,2541.57,602.32,3299.33,26.99,85.98,0
852.84,55.84,142.74,2047.97,633.0,3245.26,27.0,85.7,0
868.39,58.0,119.21,2374.74,634.9,3244.94,28.08,88.01,0
820.21,57.09,114.96,2274.65,607.22,3191.43,27.8,89.4,0
921.52,52.45,115.81,2124.63,622.92,3261.27,26.08,92.17,0
881.56,51.02,103.09,2176.66,642.3,3131.81,28.6,91.11,0
848.23,48.69,127.9,2236.01,576.46,3135.99,29.97,87.92,0
875.21,49.3,121.75,2434.86,617.52,3240.03,28.03,86.78,0
835.66,43.27,134.78,2172.52,614.57,3244.21,30.26,87.85,0
828.26,47.99,114.94,2189.87,640.6,3198.89,29.25,89.58,0
824.03,58.96,118.81,1904.5,578.78,3190.61,30.67,86.02,0
837.18,50.51,109.26,2116.66,637.8,3306.12,26.35,92.91,0
857.69,53.15,123.01,2375.5,573.33,3141.99,27.08,84.66,0
856.07,65.77,113.18,2242.42,637.88,3172.4,29.45,87.07,0
884.45,54.1,123.8,2360.65,626.15,3238.3,30.67,87.51,0
857.46,56.9,121.61,2152.69,605.81,3215.08,26.19,81.3,0
829.11,57.73,120.23,2119.49,616.69,3098.2,28.74,88.5,0
872.48,53.49,111.1,2305.47,618.34,3047.55,29.48,85.98,0
845.35,61.85,131.99,2026.18,610.07,3155.86,28.54,92.42,0
803.57,54.73,106.12,2181.22,624.71,3207.22,27.64,84.4,0
849.73,54.49,134.07,2262.89,612.12,3088.93,28.63,86.74,0
859.28,59.19,133.89,2386.31,658.27,3261.09,28.05,90.23,0
855.38,54.79,100.29,2267.86,625.54,3185.23,26.76,88.63,0
841.2,49.43,119.03,2093.29,607.32,3178.73,29.47,88.29,0
853.96,58.93,119.35,2026.61,648.45,3256.06,27.18,92.59,0
823.72,54.34,120.09,2148.44,576.15,3194.55,28.46,88.12,0
827.45,58.89,116.13,2509.53,683.97,3349.88,27.08,87.16,0
875.05,64.2,109.7,2327.53,637.75,3307.88,28.98,84.42,0
835.2,53.47,125.82,2258.53,653.79,3307.36,27.13,92.64,0
848.84,54.06,139.99,2217.4,591.9,3196.8,28.69,87.25,0
859.79,52.39,125.96,2320.13,611.16,3110.72,28.0,88.99,0
858.2,51.23,128.77,2417.03,624.55,3030.52,29.15,85.76,0
860.99,56.16,124.19,2132.67,621.04,3235.32,29.45,86.08,0
895.04,56.89,119.81,2491.39,626.77,3198.98,26.13,86.0,0
829.49,53.5,140.14,2027.42,576.87,3371.14,29.19,88.64,1
860.86,53.68,108.57,2027.63,619.36,3097.77,27.99,85.18,0
846.04,54.45,120.63,2084.62,658.53,3214.24,28.73,90.8,0
877.58,58.54,119.61,2004.57,626.83,3196.42,25.95,86.27,0
861.36,57.17,119.46,2052.1,579.73,3392.42,27.0,91.4,0
893.99,50.99,117.75,2386.75,613.02,3273.58,28.53,88.78,0
832.7,52.28,107.4,2409.55,656.82,3216.0,27.23,88.34,0
850.31,63.99,115.57,2108.42,638.75,3252.29,28.22,87.62,0
904.62,58.79,141.7,1842.68,595.65,3113.21,28.92,89.39,0
797.31,51.9,114.37,1935.73,574.27,3234.07,28.15,92.66,0
852.04,46.8,114.54,2045.66,627.94,3327.48,26.94,88.2,0
904.66,56.03,126.95,1985.04,631.56,3200.25,26.95,92.25,0
891.44,56.64,108.05,2033.69,616.44,3171.48,28.39,87.54,0
858.74,59.86,105.8,2160.25,615.96,3286.52,27.03,90.62,0
870.1,52.43,134.67,2269.63,645.03,3244.1,29.82,88.53,0
924.15,50.96,131.89,2234.97,646.98,3364.4,29.53,86.27,0
865.72,55.98,124.35,2137.43,622.71,3172.28,26.97,88.21,0
861.44,43.61,122.04,2204.74,619.01,3190.22,28.84,88.14,0
840.65,60.24,110.29,2364.72,602.16,3045.4,25.09,88.33,0
795.68,54.96,120.2,2035.1,621.33,3025.78,30.37,92.78,0
908.23,54.89,118.19,2270.09,629.89,3388.27,27.65,90.47,0
852.76,53.31,111.73,2070.42,591.49,3131.79,28.14,88.82,0
846.25,55.9,127.54,2334.47,635.91,3096.68,27.62,89.17,0
853.84,58.75,124.84,2093.01,622.43,3257.2,29.31,91.16,0
884.96,49.57,117.4,2411.34,636.2,3164.44,30.49,82.95,0
862.84,50.23,122.15,2181.16,638.9,3187.78,27.85,89.07,0
862.12,59.42,131.27,2343.6,629.85,3202.2,28.51,87.68,0
860.57,62.64,142.22,1926.81,577.12,3274.49,28.59,85.87,0
836.8,49.39,111.94,2166.19,553.06,3229.82,27.52,91.18,0
857.15,58.36,117.62,2098.08,628.46,3368.64,27.25,86.29,0
857.38,57.66,119.23,2417.33,635.53,3136.94,28.11,83.27,0
1033.05,50.52,125.83,2647.97,787.98,3415.48,30.52,92.8,1
827.61,60.63,111.76,2084.61,609.16,3147.51,28.79,87.82,0
847.8,60.91,117.16,2242.84,615.67,3214.57,28.9,86.44,0
816.24,59.32,125.52,2133.83,657.69,3268.09,28.19,83.91,0
830.44,52.75,117.94,2266.26,615.77,3189.46,27.69,86.55,0
848.5,52.8,150.27,1820.95,557.61,3195.48,27.26,85.16,0
819.45,55.58,115.88,2037.53,628.49,3219.92,28.93,87.31,0
851.39,48.73,101.24,2030.2,602.88,3210.53,27.65,85.38,0
816.79,54.39,101.37,2476.71,611.2,3055.24,29.56,89.6,0
825.41,49.82,106.88,2027.17,614.94,3143.06,27.03,84.51,0
835.33,39.34,103.65,2116.2,597.36,3291.18,26.24,86.96,0
859.96,52.73,102.19,2067.95,615.45,3230.64,27.28,82.6,0
838.37,55.73,119.22,2386.18,643.39,3265.83,26.86,92.1,0
850.16,52.88,121.77,1981.86,604.3,3282.08,28.81,89.52,0
800.34,47.91,124.55,2273.18,609.4,3308.73,28.19,87.23,0
818.31,49.2,120.02,2249.45,612.45,3181.72,27.53,88.4,0
823.17,45.02,125.3,2462.96,535.57,3293.29,27.06,85.16,0
818.07,51.7,101.43,2439.87,596.48,3214.48,26.5,87.02,0
848.32,49.49,121.84,2110.0,646.68,3101.98,29.04,84.73,0
868.43,58.51,106.44,2320.91,591.28,3173.02,29.13,85.68,0
903.35,51.09,116.98,2542.9,602.01,3163.44,28.51,89.61,0
855.3,54.75,122.08,2389.35,608.54,3207.65,27.82,91.66,0
897.33,59.99,124.43,2133.34,632.29,3264.64,26.47,91.06,0
876.87,58.82,124.99,2448.12,593.04,3155.74,30.46,95.76,0
823.01,53.61,115.24,2252.42,640.77,3215.51,28.88,88.43,0
850.8,57.26,121.95,2528.83,565.1,3226.32,27.16,89.88,0
851.3,57.11,108.25,2219.74,581.91,3176.74,29.13,92.04,0
847.27,55.05,99.01,1981.97,608.02,3160.64,29.45,88.35,0
862.36,54.13,121.4,2438.48,680.6,3290.66,28.63,84.76,0
839.58,52.92,116.05,2191.48,593.37,3206.16,28.73,88.62,0
847.93,56.41,127.1,2320.31,635.48,3329.13,28.97,88.15,0
808.41,56.09,102.32,2337.88,631.35,3263.13,29.72,87.88,0
817.08,54.56,122.95,2314.18,643.44,3162.82,29.49,91.52,0
838.72,59.27,128.08,2231.82,615.24,3222.85,28.8,93.03,0
855.3,50.6,123.5,2435.91,604.64,3099.68,29.66,86.72,0
