core_temp_c,power_density_mw_mm2,thermal_resistance,leakage_current_ua,clock_freq_ghz,vdd_mv,ir_drop_mv,thermal_gradient,label
67.837,144.072,0.381,899.514,2.961,929.573,18.909,11.532,0
77.85,113.313,0.464,1024.562,3.139,924.075,18.335,11.711,0
91.677,105.773,0.425,716.576,3.282,976.486,21.271,12.576,0
79.595,114.251,0.521,1017.274,3.184,942.04,16.864,11.765,0
83.347,113.767,0.356,827.428,3.507,940.773,16.312,11.768,0
81.71,128.274,0.484,671.313,3.077,942.164,20.293,10.028,0
65.561,113.754,0.534,766.271,3.456,967.746,16.586,13.94,0
73.305,115.686,0.555,748.059,3.205,940.331,18.565,12.713,0
75.414,110.368,0.44,788.331,2.938,943.479,18.005,10.799,0
78.011,151.85,0.419,788.798,3.193,949.555,20.305,14.682,0
76.82,127.498,0.443,828.861,2.848,918.32,12.725,10.355,0
58.446,120.045,0.472,864.802,3.247,965.637,20.575,16.329,0
66.581,128.077,0.463,878.506,3.504,932.014,9.406,10.307,0
61.809,110.01,0.452,696.035,3.202,956.255,15.975,4.661,0
70.431,120.831,0.448,771.222,3.127,963.952,9.176,6.295,0
68.202,124.633,0.462,818.619,2.815,946.225,14.985,7.94,0
59.871,102.529,0.418,834.204,3.266,943.372,14.141,11.073,0
64.381,117.023,0.421,859.964,2.93,963.584,18.768,7.05,0
72.372,121.551,0.477,816.794,3.411,937.044,13.901,11.894,0
75.658,90.18,0.531,709.153,3.439,969.98,19.828,11.198,0
64.761,117.512,0.44,834.58,3.264,941.142,19.516,12.778,0
64.438,117.254,0.448,957.678,2.842,930.502,23.448,4.478,0
84.161,129.162,0.45,886.891,3.056,952.228,16.801,10.919,0
84.746,113.75,0.487,891.299,3.04,1007.969,22.159,12.623,0
95.44,85.384,0.467,838.693,2.663,915.927,15.59,12.756,0
78.363,116.136,0.487,783.734,2.929,936.272,15.55,15.754,0
72.071,119.787,0.475,763.902,3.617,960.533,17.781,10.168,0
76.452,145.621,0.464,899.917,3.143,928.568,24.837,12.856,0
76.322,123.343,0.478,809.173,3.271,993.14,20.661,9.846,0
90.831,104.199,0.541,861.92,3.217,956.663,13.932,15.901,0
81.697,112.917,0.455,713.554,3.38,971.299,17.467,14.825,0
81.76,117.999,0.425,816.865,2.977,921.861,16.701,13.016,0
56.167,135.19,0.415,783.832,3.169,948.028,16.241,15.391,0
70.401,132.466,0.384,683.74,2.912,989.844,18.232,17.514,0
70.536,136.827,0.469,757.698,3.494,910.807,15.744,14.5,0
86.071,129.413,0.531,654.429,3.37,931.242,11.962,15.462,0
77.762,151.448,0.419,792.65,3.654,950.118,23.177,12.628,0
78.621,108.103,0.398,834.98,3.365,935.394,21.422,13.373,0
68.029,132.121,0.492,948.887,3.204,942.281,13.754,9.022,0
65.133,137.137,0.5,789.855,3.337,907.357,13.595,8.952,0
75.485,138.549,0.418,896.169,2.868,915.97,16.735,16.429,0
73.67,122.631,0.412,725.907,3.201,953.315,22.695,8.466,0
72.537,125.153,0.461,810.365,3.356,938.718,20.361,9.295,0
61.813,121.023,0.386,922.162,3.233,972.717,10.229,13.81,0
79.599,128.464,0.471,894.945,3.203,951.976,12.324,15.746,0
77.814,118.274,0.497,777.317,3.221,959.834,17.807,7.653,0
76.457,113.338,0.403,897.188,3.097,949.342,23.41,11.535,0
77.546,97.834,0.505,753.516,3.283,950.855,15.904,14.38,0
82.882,152.285,0.464,825.44,3.129,913.609,22.595,13.037,0
74.635,118.329,0.435,842.454,3.159,949.751,12.01,9.824,0
76.457,126.153,0.485,905.499,3.164,983.37,20.608,11.104,0
84.47,163.127,0.449,927.885,3.162,933.473,19.007,8.127,0
84.28,96.41,0.454,920.482,3.111,913.95,17.664,14.77,0
62.019,112.088,0.456,991.817,3.147,973.352,16.998,13.972,0
76.244,115.071,0.453,798.317,3.272,952.2,12.464,12.742,0
75.597,137.364,0.465,747.589,3.233,937.211,14.17,15.064,0
70.933,119.647,0.451,901.465,3.313,966.623,24.264,10.761,0
66.147,123.881,0.47,969.567,3.157,916.448,16.816,12.518,0
75.363,131.187,0.424,751.672,3.115,994.717,20.17,14.229,0
70.511,113.293,0.43,879.258,3.345,897.725,18.082,14.397,0
68.927,119.468,0.528,811.451,2.891,924.545,21.51,6.979,0
72.776,127.946,0.406,1010.582,3.28,958.155,21.869,9.882,0
71.067,130.831,0.397,853.526,2.841,971.005,18.137,10.718,0
86.098,86.842,0.489,786.373,3.171,956.64,19.649,14.8,0
69.436,123.161,0.571,975.645,3.408,926.494,13.52,10.238,0
66.906,140.077,0.501,815.455,3.17,902.305,16.125,18.602,0
79.241,114.817,0.365,847.305,3.266,962.163,14.249,11.22,0
63.494,93.181,0.434,896.419,3.271,920.624,16.77,13.004,0
76.106,126.443,0.524,832.872,3.321,955.584,20.481,9.818,0
65.359,95.723,0.421,921.455,3.389,971.211,18.6,16.173,0
84.169,105.363,0.48,841.949,3.166,947.148,21.501,10.345,0
59.155,103.831,0.447,789.136,3.39,918.643,23.137,15.81,0
74.754,122.403,0.441,883.188,2.868,937.205,13.852,5.208,0
77.373,146.99,0.361,849.334,3.226,929.499,15.118,9.211,0
62.704,102.18,0.453,880.817,3.157,987.39,15.763,11.346,0
78.822,142.674,0.479,1092.569,3.018,894.819,73.894,25.841,1
76.064,136.368,0.434,729.44,3.027,970.313,24.128,11.19,0
149.022,214.7,0.693,2117.913,2.836,997.287,37.518,29.431,1
71.785,131.045,0.546,816.823,3.447,953.108,15.338,10.421,0
75.882,134.293,0.521,863.693,3.258,953.804,10.236,9.305,0
66.687,99.421,0.416,849.575,3.261,938.66,25.169,17.169,0
84.442,110.541,0.376,809.891,3.17,976.138,12.357,10.426,0
82.824,127.267,0.464,770.856,3.012,959.312,25.89,8.607,0
67.894,109.795,0.519,706.136,3.64,927.865,17.038,11.574,0
81.037,93.785,0.458,932.424,3.184,954.038,16.5,11.821,0
80.939,134.212,0.427,824.769,3.239,953.295,20.209,11.373,0
83.804,114.731,0.459,816.757,3.069,944.996,16.154,12.72,0
69.022,126.476,0.485,831.377,3.273,959.359,19.195,13.947,0
78.014,126.397,0.479,843.471,3.207,998.088,13.117,15.735,0
73.217,131.738,0.489,846.89,2.962,960.635,16.282,10.416,0
78.085,104.701,0.424,880.375,3.465,967.886,19.277,16.894,0
78.295,125.926,0.476,838.348,3.22,902.17,22.22,7.705,0
82.638,119.282,0.456,775.256,3.555,952.915,19.936,12.04,0
72.713,133.797,0.375,826.292,3.41,986.689,18.92,8.901,0
76.815,143.111,0.472,842.328,3.096,993.65,13.459,12.853,0
72.121,124.281,0.403,907.802,2.936,949.148,17.727,12.938,0
88.42,102.066,0.403,919.626,3.045,938.413,13.777,12.798,0
76.839,120.181,0.38,798.994,3.599,939.594,15.672,9.398,0
69.141,97.732,0.441,796.799,3.1,940.399,19.364,12.92,0
81.844,133.287,0.504,855.79,2.921,938.345,15.609,11.553,0
76.653,118.738,0.409,809.722,3.075,931.153,14.818,9.878,0
76.642,141.919,0.456,786.245,3.141,967.937,14.324,12.103,0
63.58,126.074,0.451,849.103,3.305,973.199,20.273,10.436,0
65.107,119.41,0.444,858.999,2.973,957.519,17.448,8.231,0
67.03,110.824,0.463,795.244,3.207,963.529,22.885,16.167,0
63.642,92.311,0.469,1039.328,3.14,948.892,11.203,10.521,0
72.117,112.475,0.414,754.296,3.214,954.64,19.105,10.533,0
64.406,109.112,0.48,971.634,3.466,943.647,16.594,9.603,0
81.197,120.098,0.424,883.887,3.504,961.102,19.504,12.532,0
68.257,130.347,0.371,823.955,3.103,936.01,17.162,12.611,0
114.191,182.734,0.602,3348.311,3.232,995.592,13.294,26.407,1
77.96,101.078,0.488,786.935,3.298,949.286,14.602,9.719,0
67.566,88.071,0.448,919.35,3.243,953.16,16.405,13.733,0
73.239,118.928,0.421,921.592,2.908,940.597,22.52,11.34,0
70.53,104.896,0.449,811.633,3.226,938.687,18.266,8.394,0
93.029,121.637,0.464,771.271,3.256,959.941,25.619,6.423,0
67.967,118.805,0.401,831.337,2.999,950.494,27.368,16.877,0
74.812,121.118,0.453,773.571,3.044,954.189,23.044,11.787,0
79.152,113.935,0.584,878.848,2.892,926.812,18.067,8.949,0
76.126,105.491,0.475,755.738,3.236,949.493,24.604,11.104,0
72.272,120.23,0.481,939.352,3.429,959.182,14.076,8.611,0
61.038,136.538,0.489,855.149,3.337,1006.1,15.35,13.476,0
71.939,126.117,0.551,903.362,3.137,933.224,19.687,18.968,0
78.11,109.948,0.538,883.781,3.217,962.786,18.416,10.421,0
70.56,118.064,0.408,1012.076,2.92,936.795,20.628,13.403,0
74.178,103.376,0.409,740.415,3.152,950.69,16.587,13.294,0
79.182,103.274,0.477,965.022,3.09,906.592,23.137,8.344,0
67.158,99.077,0.401,756.25,3.309,899.512,18.206,8.926,0
73.643,106.612,0.463,903.04,3.149,970.148,14.893,11.482,0
64.856,121.227,0.466,671.933,3.362,920.185,15.169,10.061,0
76.505,112.752,0.478,930.509,3.457,938.956,9.779,6.529,0
77.535,142.795,0.383,822.292,3.096,960.134,17.933,10.216,0
61.041,118.063,0.449,829.431,3.215,936.345,22.278,10.873,0
67.045,123.229,0.44,865.812,3.022,951.404,11.02,14.133,0
72.759,108.341,0.45,989.166,3.116,937.238,19.88,14.205,0
90.047,148.594,0.479,920.074,3.376,906.125,20.154,14.38,0
75.174,125.056,0.51,813.548,3.252,951.333,10.14,9.445,0
71.039,103.156,0.367,893.3,3.187,931.236,15.285,14.386,0
57.286,124.544,0.586,827.701,3.318,948.112,19.356,12.185,0
69.751,124.799,0.444,823.153,3.317,957.103,18.387,11.999,0
65.999,113.996,0.343,850.521,3.232,958.377,18.646,12.126,0
60.831,134.539,0.357,831.191,3.118,931.228,23.36,7.677,0
82.978,122.606,0.484,768.608,3.128,970.511,20.722,12.705,0
73.346,138.396,0.453,830.868,2.901,946.446,14.027,13.465,0
74.088,107.834,0.436,758.267,3.203,939.775,20.561,16.341,0
74.294,102.303,0.506,854.91,3.188,913.865,13.878,12.136,0
81.9,120.68,0.477,789.037,3.418,952.145,17.905,11.308,0
65.516,121.348,0.45,770.601,3.391,992.487,24.206,10.22,0
61.18,88.675,0.457,846.041,3.309,943.226,20.683,14.247,0
83.109,137.94,0.473,630.131,3.098,899.734,22.655,11.335,0
78.968,141.039,0.376,954.723,2.952,958.113,15.52,9.818,0
68.658,149.359,0.469,859.101,2.945,927.951,15.229,7.42,0
73.053,130.738,0.428,814.797,3.168,1001.818,24.856,14.849,0
80.321,181.462,0.674,3432.427,2.905,1016.55,24.902,31.837,1
72.836,113.255,0.422,910.852,3.585,890.773,15.347,21.551,0
77.497,123.288,0.379,1002.908,3.597,938.037,22.767,13.796,0
66.588,103.196,0.491,839.158,2.853,961.214,12.583,9.991,0
80.027,110.605,0.412,830.515,2.925,953.618,17.398,12.137,0
80.018,97.401,0.471,790.904,3.163,931.382,15.866,12.454,0
58.483,109.823,0.427,875.491,3.142,939.518,20.318,13.226,0
68.885,114.529,0.443,884.092,3.355,889.108,18.542,16.021,0
69.911,106.094,0.54,791.546,3.057,976.179,19.123,7.893,0
73.601,128.097,0.451,915.668,3.418,962.161,17.956,8.332,0
85.069,117.209,0.483,880.098,3.046,976.621,17.495,12.266,0
86.047,107.524,0.447,992.266,3.196,999.078,17.85,7.285,0
81.214,108.598,0.469,870.613,3.237,955.583,20.099,15.084,0
61.941,129.847,0.484,941.005,3.195,955.479,17.551,14.817,0
70.961,111.693,0.522,916.77,3.247,975.978,13.185,9.301,0
84.014,124.144,0.455,927.713,3.078,965.327,11.691,11.109,0
65.979,142.714,0.501,809.129,3.282,944.005,24.795,6.88,0
87.516,181.898,0.554,1052.128,2.914,891.172,57.414,19.575,1
66.912,110.0,0.495,825.082,3.292,921.722,16.016,13.641,0
76.029,115.211,0.402,906.752,3.186,974.931,16.088,10.819,0
88.923,162.29,0.607,1053.454,2.882,866.311,72.161,16.024,1
88.271,119.04,0.415,869.946,3.328,961.139,19.761,14.066,0
75.066,100.467,0.46,786.948,2.995,1001.594,18.13,8.748,0
60.263,97.469,0.472,893.75,2.873,949.078,15.234,17.219,0
87.573,114.288,0.436,765.708,3.224,930.976,11.7,14.221,0
70.71,90.494,0.382,787.68,2.992,965.6,14.226,8.874,0
65.846,116.749,0.494,826.825,3.457,940.875,13.771,11.25,0
58.318,134.749,0.449,879.006,3.313,971.081,16.373,11.127,0
75.855,111.195,0.475,844.605,3.086,949.295,21.69,13.178,0
61.885,142.037,0.452,703.699,3.028,978.151,10.289,16.117,0
83.592,119.211,0.532,905.165,3.239,971.449,15.29,13.089,0
76.441,127.153,0.486,889.918,3.061,942.819,17.089,13.85,0
80.276,122.223,0.473,825.96,3.067,940.314,21.334,9.414,0
70.505,133.484,0.465,926.153,3.49,907.623,23.598,8.666,0
72.232,142.732,0.437,961.231,2.994,930.715,18.202,11.611,0
72.771,170.877,0.411,810.482,3.256,922.664,12.779,11.14,0
72.855,110.903,0.5,885.311,3.115,956.392,16.16,8.865,0
69.976,130.489,0.523,756.016,3.52,947.047,17.213,12.763,0
66.75,145.083,0.521,891.708,3.549,991.518,19.1,12.032,0
76.155,170.112,0.471,957.337,2.973,944.96,65.094,17.506,1
94.782,114.653,0.451,838.029,3.032,923.632,15.126,9.941,0
76.233,109.366,0.464,984.656,3.189,920.232,17.945,16.267,0
81.08,142.383,0.436,869.882,3.311,936.425,19.639,10.672,0
80.959,109.975,0.478,903.517,3.235,917.407,18.615,6.801,0
68.414,128.682,0.484,885.844,3.402,932.953,18.498,8.693,0
80.141,112.372,0.479,739.671,2.988,944.153,21.098,8.988,0
77.414,121.782,0.494,860.47,3.029,961.795,17.554,4.183,0
70.207,142.376,0.487,951.74,3.31,927.139,10.091,9.633,0
67.387,104.316,0.432,788.801,3.105,930.342,26.388,10.526,0
88.256,113.598,0.444,820.104,2.997,895.727,21.549,12.038,0
72.984,98.049,0.495,810.152,3.459,947.425,20.566,7.654,0
72.121,118.593,0.379,898.386,3.577,907.97,17.5,17.014,0
65.549,116.958,0.405,882.066,3.621,971.591,16.559,13.726,0
59.94,116.698,0.402,874.447,2.992,958.314,19.11,10.5,0
72.345,120.357,0.44,866.579,3.232,947.738,14.495,16.145,0
86.945,132.232,0.474,916.78,3.374,969.368,16.03,7.643,0
71.96,131.002,0.527,867.652,2.897,924.923,14.057,12.168,0
82.55,130.957,0.48,883.968,3.464,953.735,12.451,15.829,0
65.486,114.325,0.518,955.762,3.214,916.849,19.744,6.46,0
84.157,112.906,0.442,924.117,3.069,927.874,14.786,11.698,0
50.72,117.059,0.411,983.149,3.352,941.384,22.567,11.314,0
82.231,149.836,0.38,902.75,3.235,902.061,25.184,10.983,0
83.93,107.151,0.466,772.957,3.239,950.629,20.517,8.976,0
79.776,126.958,0.465,848.63,3.07,970.691,16.168,8.55,0
118.958,182.016,0.59,2050.523,2.968,947.572,41.432,38.083,1
79.129,128.175,0.431,993.842,3.221,981.584,17.388,11.215,0
72.964,108.608,0.385,805.325,3.298,906.443,24.966,11.659,0
79.987,120.213,0.462,868.794,3.409,947.619,22.538,15.571,0
72.43,109.042,0.53,886.45,2.922,954.96,13.219,14.384,0
74.393,146.898,0.438,985.092,3.236,934.9,24.098,11.259,0
84.864,122.691,0.471,806.767,3.001,1010.487,21.143,11.522,0
67.206,130.043,0.382,844.287,2.828,926.965,13.984,9.396,0
71.752,119.46,0.402,805.205,3.555,942.977,18.979,13.085,0
73.765,123.365,0.457,964.689,3.426,949.451,16.611,9.863,0
70.6,129.268,0.519,768.54,3.343,956.377,17.041,10.563,0
77.671,118.178,0.369,890.163,3.471,960.125,16.826,12.698,0
65.44,120.427,0.509,860.38,2.958,921.562,15.039,15.51,0
74.744,123.741,0.465,820.855,3.436,956.066,10.94,10.753,0
67.854,131.162,0.424,849.68,3.222,965.145,17.704,12.259,0
71.867,144.333,0.411,836.536,2.984,952.74,24.387,13.495,0
81.874,127.765,0.445,750.598,3.122,940.334,17.579,12.435,0
65.503,115.05,0.369,793.69,3.337,921.865,22.216,13.03,0
82.35,133.172,0.398,858.801,3.027,928.182,9.69,7.779,0
71.25,126.816,0.478,854.283,3.429,923.376,19.134,12.353,0
76.751,120.427,0.376,878.63,3.753,941.989,17.082,13.337,0
46.83,129.899,0.378,837.302,3.292,961.019,19.837,12.91,0
83.91,109.786,0.392,963.174,2.928,965.578,16.008,21.058,0
72.394,133.573,0.411,771.488,3.111,922.032,18.335,7.03,0
77.457,124.445,0.443,911.823,3.36,923.22,16.21,15.606,0
81.8,120.083,0.347,979.617,3.467,917.845,19.954,9.99,0
72.256,119.742,0.506,767.896,2.999,995.418,15.192,13.22,0
77.132,95.375,0.478,708.042,3.276,967.607,16.457,14.623,0
71.765,123.347,0.431,994.998,3.04,946.251,11.471,10.25,0
69.486,121.766,0.519,845.878,3.152,1020.019,14.855,11.791,0
71.975,121.877,0.433,891.905,3.096,917.324,13.253,17.279,0
77.477,130.817,0.437,885.093,3.525,967.745,25.02,9.607,0
59.362,126.399,0.456,938.295,2.844,1015.147,15.802,10.835,0
81.383,134.096,0.501,779.189,3.108,957.794,17.8,16.939,0
69.629,120.698,0.432,851.177,3.487,940.925,13.519,11.271,0
75.552,147.703,0.449,889.573,3.439,924.889,19.848,9.052,0
69.869,122.061,0.499,796.143,3.158,959.744,16.761,12.403,0
67.892,101.916,0.453,882.532,2.727,939.397,20.247,13.716,0
76.881,114.699,0.427,720.341,3.371,920.954,21.93,14.569,0
72.75,115.392,0.425,721.745,3.24,1003.133,14.015,11.146,0
74.571,131.873,0.485,676.73,3.368,965.69,19.203,9.309,0
66.85,116.365,0.414,797.978,2.853,976.745,13.574,11.441,0
79.47,105.541,0.45,855.382,3.241,958.512,13.72,9.821,0
92.411,134.331,0.415,809.593,3.07,966.902,18.322,10.56,0
77.382,138.918,0.391,938.608,2.965,957.852,13.571,9.896,0
76.658,136.523,0.473,891.591,3.429,928.126,22.901,12.198,0
58.994,128.211,0.399,816.415,2.906,965.138,4.336,10.139,0
74.195,108.86,0.527,876.645,3.088,894.104,10.787,10.631,0
56.913,74.393,0.547,848.124,3.349,957.152,20.406,6.428,0
74.206,141.343,0.479,739.437,3.139,911.335,26.956,10.73,0
74.516,123.563,0.51,757.191,3.171,965.441,12.887,13.72,0
78.405,119.78,0.469,890.016,3.286,945.874,19.137,10.774,0
77.267,100.838,0.452,712.209,3.106,964.632,13.233,10.171,0
71.192,134.945,0.47,798.619,3.197,948.97,16.682,13.682,0
72.737,120.295,0.47,838.17,3.403,1004.77,18.262,11.6,0
74.539,114.698,0.478,896.128,3.426,963.002,15.678,13.02,0
77.089,124.092,0.423,843.603,3.199,969.553,17.763,15.773,0
87.876,118.566,0.38,870.664,3.057,927.046,17.584,12.69,0
66.772,117.445,0.463,922.421,3.079,925.937,14.087,10.078,0
77.819,105.088,0.438,986.19,3.495,930.983,15.685,10.035,0
77.35,127.508,0.54,763.903,2.814,952.872,16.502,12.161,0
78.108,85.442,0.466,857.475,3.616,981.883,18.495,7.897,0
76.852,105.906,0.504,806.318,3.162,1004.893,13.136,15.377,0
70.38,142.615,0.478,806.927,2.759,934.813,15.987,15.097,0
72.155,100.223,0.457,789.497,3.463,943.67,14.202,8.568,0
75.043,117.305,0.37,832.019,3.223,941.353,22.513,13.227,0
78.133,101.808,0.521,846.508,3.446,931.139,13.292,6.362,0
73.438,112.643,0.492,793.481,2.854,959.151,15.696,19.516,0
70.419,117.69,0.425,839.611,3.344,970.635,21.002,10.354,0
79.058,113.247,0.381,837.696,3.178,980.251,19.413,13.45,0
79.924,138.433,0.441,855.607,2.967,908.29,17.578,11.1,0
80.162,92.076,0.455,864.364,3.193,920.759,16.625,16.967,0
70.841,108.897,0.442,813.584,3.395,936.077,11.81,8.528,0
85.86,90.093,0.442,863.349,3.217,974.397,15.807,15.867,0
72.525,96.903,0.484,721.166,3.062,948.946,16.263,8.633,0
74.216,105.01,0.421,790.701,2.958,967.672,18.519,9.708,0
60.547,131.139,0.488,737.41,3.205,1009.703,19.378,11.524,0
88.667,101.208,0.405,974.244,3.179,968.498,22.09,15.607,0
69.56,123.469,0.362,863.627,3.213,955.693,19.775,5.899,0
75.535,124.927,0.436,882.62,2.997,950.629,26.41,8.55,0
77.919,132.665,0.477,730.218,3.546,945.298,12.151,15.948,0
70.873,135.216,0.397,781.83,3.215,934.024,15.114,9.812,0
66.688,112.177,0.488,817.188,3.164,958.79,21.6,11.312,0
86.265,107.649,0.474,698.29,3.253,924.273,19.13,11.297,0
58.46,79.508,0.4,869.409,3.185,921.177,13.194,11.956,0
75.996,112.642,0.482,919.284,2.907,989.42,20.008,16.605,0
122.825,197.851,0.499,3127.508,2.615,972.047,22.41,27.996,1
72.016,94.051,0.401,860.567,3.004,949.897,17.031,10.839,0
68.637,123.779,0.365,969.367,3.549,986.037,15.471,14.58,0
71.854,128.925,0.473,907.592,3.332,884.546,15.902,18.63,0
109.822,159.422,0.508,1008.681,2.79,912.949,74.399,26.992,1
82.284,119.479,0.454,835.337,2.897,930.803,20.483,10.877,0
77.601,118.182,0.571,886.367,3.016,965.774,11.519,13.307,0
92.173,91.496,0.491,789.62,3.274,961.779,16.003,6.87,0
86.234,116.567,0.513,765.599,3.148,938.04,15.58,17.805,0
63.066,114.645,0.373,891.909,3.393,968.976,20.276,11.067,0
70.469,130.297,0.457,980.538,3.086,966.651,20.797,11.017,0
88.705,112.711,0.482,912.807,3.049,898.888,19.989,10.995,0
68.766,103.819,0.484,776.785,3.3,978.619,13.196,12.671,0
68.152,131.898,0.436,888.787,3.051,965.212,23.435,8.012,0
81.634,112.987,0.429,918.609,3.202,935.907,18.037,16.097,0
82.644,122.174,0.384,876.067,3.02,988.937,12.553,10.149,0
84.191,109.128,0.484,912.974,3.461,983.106,13.599,10.939,0
68.592,102.959,0.504,806.985,3.129,951.518,14.977,17.352,0
73.57,122.152,0.393,814.767,3.082,927.901,10.394,16.043,0
80.927,127.337,0.376,876.636,3.12,931.987,16.366,11.174,0
77.34,123.348,0.552,754.234,3.093,964.832,15.567,10.551,0
81.468,117.886,0.546,933.259,3.309,949.847,24.338,9.49,0
90.785,95.138,0.498,703.901,2.931,908.482,21.988,14.232,0
73.516,112.202,0.452,865.026,3.13,945.486,24.868,11.693,0
83.973,118.959,0.501,951.4,3.19,964.796,17.454,10.323,0
75.765,108.967,0.451,772.138,3.028,959.42,17.305,10.352,0
80.215,128.906,0.464,851.158,3.443,969.389,16.211,11.461,0
78.568,126.124,0.395,989.265,3.063,965.856,13.141,12.099,0
75.94,102.147,0.482,714.7,2.995,985.757,20.198,7.932,0
73.986,117.077,0.482,890.844,3.063,950.116,17.865,13.367,0
84.855,106.198,0.421,992.389,3.455,919.942,19.709,10.648,0
87.096,106.976,0.473,959.052,3.332,949.819,8.705,13.226,0
59.288,100.829,0.376,805.959,3.479,945.591,15.53,13.376,0
82.142,129.815,0.532,711.404,2.937,982.289,12.404,14.788,0
78.703,109.456,0.404,859.842,3.266,923.696,15.559,9.663,0
72.616,83.541,0.487,777.006,3.453,973.454,13.978,14.948,0
86.467,97.042,0.498,881.839,3.243,965.165,18.977,7.147,0
68.823,114.464,0.351,830.647,2.908,948.32,23.529,12.823,0
84.208,144.265,0.418,1075.785,3.413,995.611,91.746,24.873,1
72.968,106.554,0.459,984.374,3.069,990.15,22.037,14.606,0
74.89,110.526,0.461,812.753,3.024,930.379,18.787,12.879,0
70.803,118.761,0.392,935.224,3.035,955.074,22.844,13.012,0
76.967,148.459,0.481,853.275,3.17,917.563,19.315,7.058,0
68.728,129.476,0.498,998.61,2.824,938.069,18.649,10.843,0
63.244,108.676,0.436,826.315,3.402,976.068,18.503,6.548,0
74.323,123.157,0.495,863.865,3.384,998.203,15.723,12.115,0
88.069,101.25,0.537,845.623,3.319,956.089,15.017,6.24,0
73.988,118.21,0.51,798.909,3.16,944.949,16.866,11.107,0
74.828,141.613,0.492,870.366,3.105,945.037,14.835,10.579,0
80.742,120.469,0.44,856.366,3.402,930.846,14.578,11.753,0
77.149,133.874,0.469,954.682,2.809,950.779,18.462,9.142,0
77.077,120.006,0.491,708.739,3.469,953.306,21.258,9.428,0
80.751,110.925,0.463,862.102,3.343,904.771,11.921,14.179,0
58.938,103.499,0.461,852.051,3.062,963.701,17.107,13.817,0
66.419,104.865,0.435,770.611,3.232,969.425,17.906,15.195,0
126.03,195.181,0.669,1791.097,2.738,1060.329,67.221,36.097,1
74.307,143.362,0.496,960.341,2.927,948.821,10.776,13.403,0
69.93,137.574,0.428,778.505,3.551,983.399,18.293,18.195,0
63.84,115.438,0.364,844.236,2.952,956.33,21.517,7.367,0
80.051,108.442,0.391,786.809,3.226,971.226,10.028,8.603,0
85.785,117.277,0.443,967.739,3.007,977.213,20.522,15.34,0
69.391,92.268,0.459,866.039,3.103,958.64,27.535,13.182,0
91.574,138.731,0.456,842.719,3.232,963.099,17.002,18.087,0
68.847,122.286,0.464,748.118,3.134,994.068,25.679,10.685,0
80.588,116.569,0.465,832.527,3.246,955.098,20.851,9.245,0
84.956,115.97,0.475,831.634,3.155,968.015,20.885,14.645,0
78.045,120.328,0.446,631.919,3.078,958.895,19.769,12.653,0
79.973,111.848,0.469,849.633,2.995,974.067,19.779,10.766,0
83.362,96.165,0.468,828.31,3.065,974.383,17.276,12.424,0
70.245,128.336,0.495,808.583,3.309,911.394,15.052,17.562,0
67.849,115.828,0.482,734.835,2.934,938.461,22.635,10.06,0
75.091,120.137,0.477,713.322,3.179,949.865,22.893,13.494,0
72.547,112.449,0.428,956.895,3.307,954.506,13.989,8.801,0
89.077,146.352,0.446,885.463,3.351,899.602,23.794,18.327,0
69.663,113.406,0.425,696.59,2.962,954.797,22.11,10.744,0
71.378,124.865,0.491,771.462,3.077,996.123,16.396,7.94,0
64.574,117.757,0.391,937.65,3.444,999.659,23.749,10.366,0
81.144,169.146,0.476,814.455,3.209,938.421,22.908,11.495,0
85.007,131.748,0.48,911.848,3.454,924.553,14.726,13.649,0
68.89,106.566,0.471,871.06,3.356,961.261,22.522,17.985,0
70.706,102.184,0.379,836.475,2.764,956.28,16.704,11.139,0
80.539,129.52,0.516,837.102,3.335,953.564,15.806,11.621,0
81.838,143.137,0.5,826.326,3.193,977.446,28.48,17.469,0
65.058,117.893,0.395,935.963,3.033,923.393,19.947,9.583,0
79.373,147.412,0.403,736.381,3.34,971.589,22.986,10.556,0
64.702,110.644,0.424,822.212,3.251,960.7,17.628,9.631,0
69.749,147.036,0.481,840.046,2.809,958.463,23.15,10.155,0
82.69,92.671,0.499,853.4,3.029,962.394,24.541,13.942,0
79.266,123.347,0.391,901.104,2.95,951.449,18.634,10.214,0
81.981,116.283,0.486,914.089,3.47,922.695,20.84,20.743,0
67.004,112.629,0.452,963.923,3.187,965.612,21.19,16.699,0
76.393,108.479,0.477,770.499,2.827,937.513,24.771,14.109,0
66.581,141.985,0.435,738.403,3.15,957.744,24.519,13.499,0
79.128,142.978,0.372,858.247,3.165,1009.334,21.017,10.244,0
62.004,112.299,0.415,735.017,3.369,907.209,9.819,12.595,0
86.008,154.51,0.563,921.808,3.077,887.684,63.07,29.747,1
77.517,124.234,0.478,993.46,3.317,970.326,13.55,12.226,0
85.657,109.716,0.507,772.026,2.969,974.471,13.938,16.546,0
71.118,128.225,0.432,933.912,3.237,952.934,16.059,12.362,0
69.451,104.727,0.415,846.399,2.876,959.954,11.626,10.105,0
75.702,112.163,0.575,970.386,3.592,968.732,18.628,15.664,0
98.398,87.856,0.394,846.45,3.173,951.099,18.54,11.851,0
80.531,115.177,0.485,817.863,3.374,933.683,12.624,12.265,0
75.825,114.44,0.413,907.787,2.899,961.855,17.415,17.012,0
71.515,102.974,0.478,793.473,3.229,999.343,23.901,8.737,0
